	MF.alv.Lu#2	MF.alv.Lu#3	MF.alv.Lu.KPd28#1	MF.alv.Lu.KPd28#2	MF.alv.Lu.KPd17#1	MF.alv.Lu.KPd28#3
Abcg4	2	9	3	5	4	3
Abcg5	0	0	0	0	0	0
Abcg8	0	2	0	0	1	0
Abhd10	73	82	125	51	64	60
Abhd11	44	83	67	25	40	38
Abhd12	4265	6949	6420	3916	4250	1667
Abhd12b	4	5	7	1	0	4
Abhd13	32	70	81	34	42	43
Abhd14a	43	37	62	10	43	22
Abhd14b	47	100	79	28	67	27
Abhd15	12	22	34	20	23	24
Abhd16a	395	478	478	215	342	192
Abhd16b	2	0	1	0	0	0
Abhd17a	51	82	73	42	42	68
Abhd17b	28	49	41	33	47	45
Abhd17c	111	141	110	56	75	144
Abhd18	41	42	36	10	29	26
Abhd2	436	458	562	249	332	238
Abhd3	147	152	237	87	139	63
Abhd4	285	392	375	178	274	119
Abhd5	915	912	952	484	688	385
Abhd6	13	80	72	21	29	14
Abhd8	41	55	67	15	31	20
Abi1	1130	1162	1453	513	955	476
Abi2	27	32	35	18	37	46
Abi3	28	45	18	17	19	20
Abi3bp	5	0	11	3	2	6
Abl1	94	157	132	54	97	84
Abl2	72	69	102	43	53	111
Ablim1	1	2	6	3	4	5
Ablim2	16	16	22	5	12	10
Ablim3	2	1	0	0	1	1
Abo	0	1	0	3	1	0
Abr	1011	1204	1281	539	866	622
Abra	5	1	1	0	3	5
Abracl	168	276	224	107	137	133
Abraxas1	38	30	32	15	17	21
Abraxas2	225	268	290	152	206	134
Abt1	55	69	87	31	43	22
Abtb1	99	163	143	85	77	73
Abtb2	6	11	7	9	6	12
Acaa1a	871	1334	1084	507	827	554
Acaa1b	757	1508	955	384	483	211
Acaa2	434	741	821	364	442	355
Acaca	63	77	102	46	50	66
Acacb	2	7	3	2	4	10
Acad10	26	38	22	17	21	16
Acad11	71	70	95	23	48	59
Acad12	26	27	46	15	16	16
Acad8	116	126	138	51	117	67
Acad9	95	119	136	55	98	45
Acadl	369	655	627	561	320	409
Acadm	411	563	476	167	395	178
Acads	236	348	289	135	213	86
Acadsb	155	189	174	81	119	58
Acadvl	211	275	328	116	205	116
Acan	2	3	0	0	0	3
Acap1	94	119	123	38	51	24
Acap2	360	339	394	270	229	263
Acap3	52	85	112	46	61	43
Acat1	629	802	717	298	499	263
Acat2	61	75	74	46	26	80
Acat3	1	2	2	3	0	1
Acbd3	86	128	147	65	90	121
Acbd4	19	38	30	10	15	5
Acbd5	534	409	609	258	416	229
Acbd6	48	149	121	52	72	56
Acbd7	0	0	0	0	3	0
Accs	78	83	67	39	50	39
Accsl	2	1	3	1	0	0
Acd	143	239	200	99	98	80
Ace	48	51	60	27	37	36
Ace2	0	2	2	1	1	0
Ace3	0	0	0	0	0	0
Acer1	0	0	3	0	0	1
Acer2	6	4	1	1	0	0
Acer3	22	21	82	97	24	71
Ache	0	0	1	0	0	1
Acin1	133	235	206	62	104	99
Ackr1	0	0	0	0	1	1
Ackr2	2	1	1	0	0	1
Ackr3	3	2	0	0	2	1
Ackr4	5	4	0	4	4	5
Acly	1621	1635	2142	798	1414	656
Acmsd	2	0	3	1	0	2
Acnat1	2	0	0	0	1	2
Acnat2	1	0	0	1	2	3
Aco1	550	666	729	328	511	318
Aco2	582	669	843	347	474	185
Acod1	0	0	3	4	11	1
Acot1	210	267	251	60	167	52
Acot10	5	2	6	1	3	2
Acot11	27	43	26	6	31	24
Acot12	0	3	1	0	0	3
Acot13	85	162	135	71	88	74
Acot2	123	158	136	45	87	30
Acot3	1	0	1	0	2	0
Acot4	19	28	26	33	17	15
Acot5	1	3	0	0	0	0
Acot6	0	2	2	0	0	0
Acot7	24	59	74	25	49	40
Acot8	30	64	32	25	37	25
Acot9	343	420	429	154	309	148
Acox1	1596	1946	2368	972	1327	827
Acox2	3	3	4	0	1	2
Acox3	714	1019	1011	392	652	357
Acoxl	0	1	1	0	0	4
Acp1	86	115	108	51	62	67
Acp2	287	365	461	241	293	198
Acp4	2	0	2	0	1	0
Acp5	874	990	1569	1300	690	732
Acp6	98	113	127	50	59	51
Acp7	0	1	0	0	0	1
Acpp	3	2	7	3	1	7
Acr	0	1	0	0	0	0
Acrbp	19	38	11	10	13	20
Acrv1	0	2	0	0	1	3
Acsbg1	5	1	1	0	0	1
Acsbg2	0	0	3	0	0	2
Acsf2	22	26	27	16	15	10
Acsf3	52	51	44	16	47	41
Acsl1	480	510	594	272	386	259
Acsl3	8	11	24	5	12	9
Acsl4	244	193	307	128	203	130
Acsl5	527	778	867	278	571	258
Acsl6	2	4	2	1	4	11
Acsm1	3	6	2	0	2	1
Acsm2	2	1	3	4	2	7
Acsm3	5	0	3	0	3	1
Acsm4	2	1	3	0	0	1
Acsm5	0	1	2	0	2	1
Acss1	458	739	723	288	552	232
Acss2	13	25	38	7	9	25
Acss3	6	0	1	0	2	4
Acta1	14	21	16	8	9	3
Acta2	14	20	14	11	15	6
Actb	88399	149416	92464	64273	69622	38175
Actbl2	2	0	0	0	0	1
Actc1	2	4	3	2	7	1
Actg1	1684	2237	1771	1001	1377	652
Actg2	2	5	3	2	1	1
Actl10	6	2	0	0	1	1
Actl11	2	0	0	0	0	0
Actl6a	146	198	206	96	150	90
Actl6b	1	4	0	0	0	0
Actl7a	1	0	0	0	1	0
Actl7b	0	0	0	0	0	0
Actl9	1	0	0	0	0	0
Actn1	109	178	169	75	83	109
Actn2	5	5	0	2	2	0
Actn3	0	0	1	0	1	0
Actn4	856	981	1142	490	752	292
Actr10	352	437	439	186	277	171
Actr1a	617	862	848	401	615	377
Actr1b	261	360	381	175	258	140
Actr2	2120	2449	2113	1193	1776	1142
Actr3	2439	2802	2934	1290	2225	1249
Actr3b	2	1	6	1	1	0
Actr5	7	29	14	17	7	21
Actr6	54	107	110	31	61	53
Actr8	161	170	189	78	123	94
Actrt1	0	1	0	0	0	3
Actrt2	0	0	1	0	0	0
Actrt3	2	0	0	1	0	1
Acvr1	35	29	25	9	27	28
Acvr1b	98	153	130	55	103	65
Acvr1c	16	7	10	2	13	7
Acvr2a	42	55	67	35	23	34
Acvr2b	13	30	19	9	13	15
Acvrl1	240	267	290	63	231	61
Acy1	236	240	207	62	132	95
Acy3	10	18	24	5	25	20
Acyp1	21	27	21	9	22	3
Acyp2	6	22	16	7	11	8
Ada	5	14	13	3	5	4
Adad1	3	1	1	0	0	0
Adad2	0	0	0	0	0	0
Adal	17	22	25	13	32	19
Adam10	637	785	1226	632	654	394
Adam11	0	0	1	2	0	4
Adam12	2	2	3	0	0	2
Adam15	173	208	262	70	197	90
Adam17	679	735	1041	342	701	348
Adam18	2	1	2	0	2	1
Adam19	0	10	8	0	2	7
Adam1a	2	1	1	1	3	1
Adam1b	0	1	1	0	5	0
Adam2	0	1	0	0	2	5
Adam20	1	0	0	0	0	5
Adam21	3	3	3	1	8	0
Adam22	320	402	348	121	272	96
Adam23	4	7	4	4	1	6
Adam24	0	1	0	0	1	4
Adam25	1	2	0	0	2	3
Adam26a	0	0	1	0	0	3
Adam26b	0	0	2	0	0	2
Adam28	5	7	2	6	6	17
Adam29	3	2	0	0	5	7
Adam3	8	18	7	8	7	1
Adam30	2	7	1	1	3	0
Adam32	3	3	2	0	1	5
Adam33	24	83	20	11	29	30
Adam34	1	0	3	0	1	0
Adam39	0	1	0	0	1	0
Adam4	9	11	11	1	3	0
Adam5	2	1	4	1	1	1
Adam6a	1	3	1	0	0	0
Adam6b	2	2	1	0	2	2
Adam7	3	8	4	0	3	1
Adam8	5	6	10	17	3	16
Adam9	598	617	932	503	626	320
Adamdec1	2	3	104	100	1	76
Adamts1	4	1	5	0	0	4
Adamts10	170	200	177	81	142	84
Adamts12	2	1	6	1	1	6
Adamts13	6	3	3	1	0	4
Adamts14	2	1	3	0	3	0
Adamts15	1	5	5	2	3	3
Adamts16	6	1	4	3	0	3
Adamts17	3	4	5	1	0	5
Adamts18	9	6	2	0	2	3
Adamts19	0	0	2	1	6	1
Adamts2	33	103	119	43	47	41
Adamts20	1	0	4	0	0	7
Adamts3	2	4	3	0	4	6
Adamts4	0	0	0	0	0	1
Adamts5	1	1	3	0	5	0
Adamts6	12	20	26	5	18	13
Adamts7	6	0	0	0	0	0
Adamts8	0	0	0	1	2	2
Adamts9	6	5	2	0	0	3
Adamtsl1	5	8	7	0	7	10
Adamtsl2	4	0	1	0	0	0
Adamtsl3	3	4	1	0	0	7
Adamtsl4	118	178	170	160	92	62
Adamtsl5	6	11	3	3	7	7
Adap1	39	59	29	25	29	58
Adap2	157	200	260	169	140	99
Adar	110	108	135	56	91	59
Adarb1	222	411	554	225	206	177
Adarb2	3	8	5	0	4	11
Adat1	13	27	33	6	11	17
Adat2	5	15	4	7	8	7
Adat3	5	3	1	0	1	0
Adck1	126	146	152	59	92	60
Adck2	73	121	76	42	84	21
Adck5	17	51	30	12	16	16
Adcy1	1	1	4	0	3	1
Adcy10	3	5	4	1	5	6
Adcy2	2	4	1	0	2	5
Adcy3	446	517	704	218	437	170
Adcy4	8	8	2	8	7	5
Adcy5	2	4	0	1	0	0
Adcy6	0	2	0	3	0	1
Adcy7	778	802	1037	399	660	418
Adcy8	1	2	2	0	3	2
Adcy9	5	7	4	0	5	3
Adcyap1	0	0	0	0	0	0
Adcyap1r1	0	0	4	0	0	4
Add1	364	412	426	158	319	243
Add2	5	6	4	1	4	4
Add3	434	646	836	217	462	251
Adgb	31	30	41	22	22	27
Adgra1	4	3	1	0	0	0
Adgra2	0	1	0	0	1	0
Adgra3	7	4	5	3	1	2
Adgrb1	0	2	1	0	0	3
Adgrb2	2	3	1	0	2	2
Adgrb3	6	4	4	3	6	10
Adgrd1	0	0	0	2	3	1
Adgre1	2079	2196	2659	658	1901	482
Adgre4	8	4	20	7	8	2
Adgre5	2	7	6	8	5	0
Adgrf1	2	1	2	0	0	1
Adgrf2	1	1	1	0	0	7
Adgrf3	5	0	1	2	0	0
Adgrf4	2	3	4	1	2	0
Adgrf5	8	4	2	3	6	2
Adgrg1	62	84	94	27	59	16
Adgrg2	2	1	0	0	1	1
Adgrg3	3	1	2	1	0	2
Adgrg4	2	0	1	2	0	2
Adgrg5	6	2	10	4	0	1
Adgrg6	4	5	5	3	2	4
Adgrg7	4	6	1	2	1	1
Adgrl1	4	1	0	0	1	6
Adgrl2	234	331	287	124	256	129
Adgrl3	184	143	225	93	99	87
Adgrl4	4	3	0	3	2	2
Adgrv1	9	14	7	1	11	11
Adh1	1	0	0	0	3	0
Adh4	0	0	0	0	0	0
Adh5	435	635	639	292	365	326
Adh6a	0	4	0	0	0	0
Adh6b	1	0	1	0	0	2
Adh7	0	2	4	1	0	2
Adhfe1	11	20	20	18	16	16
Adi1	104	152	143	74	102	72
Adig	0	2	0	0	1	1
Adipoq	0	0	0	0	0	2
Adipor1	1099	1799	1690	819	1128	683
Adipor2	1382	2313	2163	841	1357	1059
Adk	158	176	221	69	123	62
Adm	0	0	0	0	1	0
Adm2	0	1	0	0	0	0
Adnp	5	1	6	2	0	0
Adnp2	44	44	57	18	30	29
Ado	413	357	434	165	323	183
Adora1	0	2	0	2	1	1
Adora2a	1	0	0	0	0	0
Adora2b	9	12	34	5	10	18
Adora3	10	8	10	7	7	5
Adpgk	200	199	256	60	162	85
Adprh	324	531	488	148	298	173
Adprhl1	4	3	4	1	0	1
Adprhl2	189	255	162	103	134	91
Adprm	82	135	165	51	88	65
Adra1a	3	6	1	2	1	1
Adra1b	1	0	0	0	0	0
Adra1d	0	0	0	0	1	0
Adra2a	0	2	3	2	0	0
Adra2b	0	1	2	0	4	3
Adra2c	0	0	0	0	0	0
Adrb1	22	34	35	6	14	18
Adrb2	574	671	1842	255	556	190
Adrb3	0	0	0	0	0	1
Adrm1	87	161	120	71	74	61
Adsl	220	294	322	94	206	73
Adss	360	435	566	220	377	200
Adssl1	40	76	72	41	34	50
Adtrp	18	27	22	10	17	4
Aebp1	1	0	0	0	1	1
Aebp2	292	279	332	113	234	237
Aen	66	79	92	29	51	47
Aes	93	174	154	49	82	78
Afap1	801	1097	1394	507	864	518
Afap1l1	4	2	1	3	2	1
Afap1l2	3	0	5	1	0	3
Afdn	385	515	534	110	561	135
Aff1	252	332	470	153	247	175
Aff2	2	1	1	1	2	1
Aff3	3	0	3	0	2	1
Aff4	221	240	341	128	197	132
Afg1l	22	51	45	15	31	18
Afg3l1	149	167	211	102	99	109
Afg3l2	194	252	397	147	210	124
Afm	2	2	5	0	1	1
Afmid	23	36	29	9	18	18
Afp	14	46	27	9	24	25
Aftph	198	231	278	101	184	170
Aga	197	269	296	107	182	122
Agap1	144	270	279	120	161	163
Agap2	21	51	18	11	25	20
Agap3	47	96	84	31	52	68
Agbl1	2	2	0	0	1	5
Agbl2	1	3	15	2	4	4
Agbl3	12	15	13	6	3	11
Agbl4	4	3	4	2	1	2
Agbl5	19	25	16	20	13	13
Ager	6	3	1	9	5	0
Agfg1	48	70	91	50	72	104
Agfg2	263	296	367	128	213	140
Aggf1	111	312	310	139	228	133
Agk	36	45	33	15	22	25
Agl	114	167	183	117	107	118
Agmat	2	0	1	0	0	1
Agmo	398	528	435	116	373	112
Ago1	32	72	76	35	39	45
Ago2	294	352	360	119	217	197
Ago3	143	175	190	55	121	90
Ago4	41	55	33	27	29	51
Agpat1	137	198	141	55	122	63
Agpat2	43	62	32	16	38	25
Agpat3	57	84	110	68	31	53
Agpat4	224	378	390	117	238	130
Agpat5	90	105	122	57	72	78
Agps	356	305	433	162	339	242
Agr2	0	1	2	0	0	0
Agr3	2	1	0	0	0	2
Agrn	41	35	66	36	53	22
Agrp	3	0	0	0	0	0
Agt	1	0	0	0	0	0
Agtpbp1	154	211	165	83	130	114
Agtr1a	0	0	3	0	0	3
Agtr1b	0	0	3	0	0	2
Agtr2	1	2	2	0	0	0
Agtrap	169	177	228	115	115	146
Agxt	0	0	0	0	0	0
Agxt2	4	0	2	0	0	0
Ahctf1	241	298	356	124	234	154
Ahcy	23	15	36	5	16	13
Ahcyl1	76	112	131	105	69	103
Ahcyl2	86	98	90	60	67	76
Ahdc1	27	24	41	4	21	8
Ahi1	13	33	21	11	15	17
Ahnak	2291	3174	2274	481	2037	528
Ahnak2	135	277	253	140	179	171
Ahr	2	5	6	1	0	6
Ahrr	2	3	6	0	0	4
Ahsa1	264	415	399	98	224	151
Ahsa2	31	63	65	24	30	18
Ahsg	0	1	0	0	0	0
Aicda	0	0	1	0	0	0
Aida	39	71	76	39	58	73
Aif1	0	4	2	0	0	3
Aif1l	1	0	0	0	0	2
Aifm1	158	182	207	107	155	70
Aifm2	178	357	498	367	186	220
Aifm3	0	0	1	0	1	5
Aig1	87	168	205	77	107	125
Aim2	190	216	229	110	193	111
Aimp1	96	187	178	86	121	97
Aimp2	15	35	31	14	26	14
Aip	52	91	70	25	49	33
Aipl1	1	0	1	0	0	4
Aire	1	1	0	0	0	0
Ajap1	1	3	2	0	0	1
Ajuba	6	13	14	7	15	5
Ak1	0	0	5	0	0	0
Ak2	204	360	364	220	202	286
Ak3	321	407	488	212	338	121
Ak4	2	0	0	0	1	0
Ak5	5	1	3	0	0	0
Ak6	49	90	73	38	46	58
Ak7	3	1	0	0	2	0
Ak8	129	179	183	54	122	41
Ak9	2	5	2	0	3	5
Akain1	0	1	1	0	0	0
Akap1	13	24	11	8	10	11
Akap10	181	149	174	80	129	80
Akap11	64	63	127	51	66	55
Akap12	2	7	1	0	0	4
Akap13	2078	2562	2568	850	1702	1037
Akap14	0	5	0	1	1	0
Akap17b	2	20	6	5	9	7
Akap2	0	0	1	0	0	0
Akap3	0	5	0	0	0	4
Akap4	2	0	0	1	0	0
Akap5	141	119	114	32	100	36
Akap6	9	6	4	1	4	6
Akap7	82	104	89	65	90	57
Akap8	313	374	338	188	236	145
Akap8l	164	209	204	69	133	74
Akap9	172	183	211	94	121	114
Akip1	69	89	85	52	63	52
Akirin1	270	373	415	222	306	185
Akirin2	38	86	78	28	51	79
Akna	378	559	512	179	342	203
Aknad1	3	1	0	0	0	2
Akp3	0	0	0	0	0	0
Akr1a1	4782	7557	6952	3918	4555	3961
Akr1b10	140	209	205	96	143	55
Akr1b3	403	633	499	194	379	156
Akr1b7	0	0	1	0	0	0
Akr1b8	8	11	20	12	1	25
Akr1c12	6	5	5	1	3	7
Akr1c13	65	133	123	53	91	66
Akr1c14	1	5	0	1	1	3
Akr1c18	0	0	0	0	0	0
Akr1c19	3	1	4	0	1	5
Akr1c20	0	1	0	0	0	0
Akr1c21	1	3	1	0	1	5
Akr1c6	1	2	2	1	1	4
Akr1cl	2	1	1	0	0	2
Akr1d1	4	2	0	0	0	2
Akr1e1	95	134	110	34	77	40
Akr7a5	96	122	137	57	59	65
Akt1	202	289	246	140	189	192
Akt1s1	63	92	43	27	45	31
Akt2	94	160	133	40	100	75
Akt3	10	10	12	4	15	3
Aktip	98	117	136	73	97	69
Alad	45	74	56	22	34	29
Alas1	1402	1483	2011	1492	1155	880
Alas2	5	2	4	3	6	3
Alb	1	2	5	1	1	5
Alcam	22	32	26	19	17	19
Aldh16a1	198	325	297	133	230	188
Aldh18a1	217	242	245	95	213	66
Aldh1a1	1	3	4	2	1	16
Aldh1a2	13	9	8	4	8	3
Aldh1a3	0	1	6	1	0	0
Aldh1a7	0	0	0	0	0	1
Aldh1b1	47	66	47	39	45	22
Aldh1l1	33	23	60	34	16	20
Aldh1l2	1	10	4	0	1	9
Aldh2	252	375	466	249	242	191
Aldh3a1	0	0	1	0	0	2
Aldh3a2	533	647	678	293	483	217
Aldh3b1	672	987	971	445	608	341
Aldh3b2	1	2	2	0	0	0
Aldh3b3	0	2	1	2	0	1
Aldh4a1	34	47	31	17	27	29
Aldh5a1	1	3	3	3	1	2
Aldh6a1	91	111	136	72	129	41
Aldh7a1	28	47	52	14	25	22
Aldh8a1	1	1	0	0	0	2
Aldh9a1	635	838	1015	430	626	349
Aldoa	6139	9974	7603	4147	5101	2979
Aldoart1	15	14	12	7	4	4
Aldoart2	2	8	7	3	2	1
Aldob	0	0	1	0	0	2
Aldoc	404	354	664	357	287	337
Alg1	144	211	235	96	143	95
Alg11	106	112	139	34	113	57
Alg12	63	85	62	28	73	34
Alg13	87	105	142	66	75	53
Alg14	61	59	47	41	56	40
Alg2	112	95	138	59	92	35
Alg3	107	147	174	52	108	42
Alg5	236	350	372	163	217	156
Alg6	61	75	100	56	75	31
Alg8	116	142	138	73	108	68
Alg9	53	60	71	36	42	33
Alk	2	1	4	0	0	1
Alkal1	0	1	0	1	0	0
Alkal2	0	0	0	0	0	0
Alkbh1	63	100	86	40	51	45
Alkbh2	13	11	15	9	9	9
Alkbh3	113	140	153	57	92	70
Alkbh4	33	59	32	18	31	15
Alkbh5	186	245	257	124	167	120
Alkbh6	65	120	94	44	48	40
Alkbh7	24	32	31	23	8	31
Alkbh8	47	49	48	17	44	28
Allc	0	3	2	0	1	1
Alms1	39	51	44	6	17	14
Alox12	2	4	2	0	2	3
Alox12b	2	3	0	0	0	0
Alox12e	0	0	1	2	0	1
Alox15	0	0	0	0	0	0
Alox5	1514	2148	1981	530	1312	472
Alox5ap	1466	2360	2085	739	1219	1014
Alox8	1	1	0	0	4	1
Aloxe3	86	92	100	37	94	60
Alpi	0	0	0	0	0	0
Alpk1	47	44	59	17	47	33
Alpk2	2	3	1	0	1	1
Alpk3	0	0	1	0	0	2
Alpl	2	1	1	0	2	3
Alppl2	9	0	10	0	5	0
Als2	66	66	88	35	73	42
Als2cl	31	45	63	19	37	34
Als2cr12	2	2	0	2	4	2
Alx1	4	0	0	2	1	6
Alx3	0	0	0	0	0	0
Alx4	0	0	2	1	1	1
Alyref	18	23	50	14	19	33
Alyref2	4	13	3	2	5	1
Amacr	15	12	17	7	13	2
Ambn	0	0	0	1	0	0
Ambp	0	2	0	0	1	2
Ambra1	82	102	98	45	90	48
Amd1	80	93	98	40	71	41
Amd2	1	0	1	0	0	1
Amdhd1	0	0	1	0	1	0
Amdhd2	283	378	365	176	231	242
Amelx	0	3	0	1	1	0
Amer1	47	22	36	27	31	15
Amer2	23	49	14	4	21	8
Amer3	1	0	0	1	2	0
Amfr	167	213	293	129	172	140
Amh	0	0	0	0	0	0
Amhr2	0	0	2	0	1	2
Amigo1	5	8	5	0	5	14
Amigo2	11	24	42	6	23	18
Amigo3	7	26	17	10	4	6
Ammecr1	23	36	30	17	20	45
Ammecr1l	89	125	148	45	121	65
Amn	3	0	0	0	0	1
Amn1	106	149	102	63	102	106
Amot	1	1	5	1	1	1
Amotl1	5	4	5	0	1	9
Amotl2	3	8	2	0	3	2
Ampd1	2	4	1	2	3	5
Ampd2	166	211	197	98	126	99
Ampd3	307	337	416	151	275	181
Amph	3	4	2	2	1	4
Amt	0	6	5	3	4	6
Amtn	0	1	2	0	0	1
Amy1	7	1	4	0	0	2
Amy2	0	3	1	0	0	0
Amy2a1	0	0	0	0	0	0
Amy2a2	0	0	0	0	0	0
Amy2a3	0	0	0	0	0	0
Amy2a4	0	0	0	0	1	0
Amz1	909	1351	1279	383	870	424
Amz2	92	141	143	69	105	70
Anapc1	269	300	333	158	186	162
Anapc10	97	113	106	42	86	60
Anapc11	132	289	170	97	152	117
Anapc13	33	46	41	15	34	32
Anapc15	8	17	9	14	11	10
Anapc15-ps	0	0	0	0	0	0
Anapc16	79	119	124	54	67	53
Anapc2	522	711	756	276	512	255
Anapc4	236	303	293	147	214	147
Anapc5	645	774	802	458	600	422
Anapc7	129	156	166	84	104	68
Ang	36	50	57	13	42	27
Ang2	0	0	0	0	1	2
Ang4	0	0	0	0	0	0
Ang5	0	0	0	0	1	0
Ang6	0	0	0	0	0	2
Angel1	34	50	40	13	34	7
Angel2	174	234	286	95	170	148
Angpt1	4	3	1	2	0	3
Angpt2	12	11	21	2	5	7
Angpt4	0	2	2	0	0	2
Angptl1	0	4	0	0	0	0
Angptl2	0	2	5	1	0	3
Angptl3	17	20	21	13	20	14
Angptl4	550	1090	778	301	450	248
Angptl6	4	8	8	5	4	4
Angptl7	0	6	2	8	1	2
Angptl8	0	0	0	0	0	0
Ank	21	13	13	7	14	16
Ank1	5	4	4	1	0	2
Ank2	29	18	31	18	14	22
Ank3	6	15	7	1	10	10
Ankar	1	6	4	0	4	0
Ankdd1a	0	4	1	2	0	3
Ankdd1b	0	1	0	0	0	2
Ankef1	0	0	7	4	6	3
Ankfn1	2	1	0	0	1	8
Ankfy1	464	483	604	227	403	297
Ankhd1	249	331	343	117	226	250
Ankib1	66	96	109	49	70	58
Ankk1	2	0	0	1	0	0
Ankle1	19	16	24	11	10	11
Ankle2	96	200	257	110	152	87
Ankmy1	3	1	3	0	0	3
Ankmy2	137	169	167	66	111	79
Ankra2	80	100	92	46	55	51
Ankrd1	0	5	1	1	3	3
Ankrd10	120	193	236	77	112	105
Ankrd11	258	378	414	159	237	306
Ankrd12	147	179	160	69	111	129
Ankrd13a	131	144	161	87	101	153
Ankrd13b	22	42	16	6	14	5
Ankrd13c	126	215	249	93	166	116
Ankrd13d	26	34	24	13	20	18
Ankrd16	177	159	199	101	104	87
Ankrd17	363	479	495	166	262	281
Ankrd2	1	1	0	1	1	0
Ankrd22	3	0	0	0	0	0
Ankrd23	9	9	5	1	4	8
Ankrd24	13	18	15	4	7	5
Ankrd26	31	42	53	13	17	34
Ankrd27	177	136	152	67	110	50
Ankrd28	14	15	16	16	12	13
Ankrd29	1	0	0	0	0	1
Ankrd31	2	4	3	3	0	6
Ankrd33	0	0	0	0	0	0
Ankrd33b	1	6	4	1	4	3
Ankrd34a	0	0	4	0	0	0
Ankrd34b	2	4	0	0	1	0
Ankrd34c	0	1	1	0	0	7
Ankrd35	0	0	0	2	0	1
Ankrd36	1	1	0	0	3	4
Ankrd37	3	5	2	1	2	4
Ankrd39	59	59	65	33	66	45
Ankrd40	48	63	81	42	42	65
Ankrd42	8	2	4	6	7	7
Ankrd44	596	547	608	241	519	336
Ankrd45	0	2	4	0	0	3
Ankrd46	147	239	195	90	148	100
Ankrd49	90	109	96	46	63	50
Ankrd50	33	35	38	17	26	15
Ankrd52	157	212	196	125	158	127
Ankrd53	2	0	0	1	1	1
Ankrd54	73	144	106	46	93	67
Ankrd55	1	10	6	2	4	9
Ankrd6	5	1	1	0	1	1
Ankrd60	0	0	0	0	0	0
Ankrd61	0	2	6	6	2	1
Ankrd63	9	11	6	4	3	19
Ankrd65	0	0	0	0	0	0
Ankrd66	0	0	0	0	0	3
Ankrd7	0	3	0	2	0	1
Ankrd9	15	17	17	6	13	12
Anks1	40	54	60	30	28	40
Anks1b	7	16	4	2	3	12
Anks3	133	198	155	67	119	82
Anks4b	0	0	0	0	0	0
Anks6	2	3	1	0	0	1
Ankub1	0	1	4	2	2	3
Ankzf1	80	122	116	49	96	46
Anln	235	338	288	94	202	114
Ano1	0	4	1	2	1	0
Ano10	156	209	242	84	143	75
Ano2	2	3	5	0	4	3
Ano3	3	4	9	1	2	1
Ano4	1	5	3	1	1	3
Ano5	1	6	12	1	1	3
Ano6	1006	957	1215	485	888	428
Ano7	0	3	2	0	3	1
Ano8	5	11	6	6	10	5
Ano9	0	2	0	1	0	2
Anp32a	32	69	59	14	36	29
Anp32b	190	536	450	177	345	313
Anp32e	243	257	268	120	148	169
Anpep	0	2	17	28	4	23
Antxr1	1	1	4	0	2	3
Antxr2	238	236	285	56	192	56
Antxrl	2	1	0	0	0	4
Anxa1	4089	5811	4695	1869	3574	1422
Anxa10	3	0	0	0	0	2
Anxa11	75	102	83	40	60	22
Anxa2	19195	32472	21228	6916	17247	5951
Anxa3	337	470	562	236	422	313
Anxa4	1582	2322	2671	1340	1823	1028
Anxa5	6636	11241	8440	3115	6179	3292
Anxa6	382	592	590	172	368	138
Anxa7	544	711	683	337	484	364
Anxa8	1	0	0	0	3	1
Anxa9	7	10	13	6	5	3
Aoah	5	8	5	12	3	8
Aoc1	1	0	0	0	0	4
Aoc2	5	10	9	1	10	11
Aoc3	1	2	1	0	0	0
Aox1	3	0	2	1	1	2
Aox2	0	4	1	0	0	5
Aox3	7	5	1	2	3	5
Aox4	2	3	6	1	2	3
Ap1ar	50	51	46	21	35	38
Ap1b1	284	359	318	181	280	175
Ap1g1	228	205	346	173	209	151
Ap1g2	203	208	301	97	202	100
Ap1m1	483	601	549	272	374	198
Ap1m2	0	3	1	1	0	3
Ap1s1	277	464	382	206	261	224
Ap1s2	655	835	1020	809	708	473
Ap1s3	3	2	5	4	3	5
Ap2a1	109	183	165	85	99	68
Ap2a2	728	716	963	439	553	387
Ap2b1	429	489	574	154	394	217
Ap2m1	333	416	494	184	269	146
Ap2s1	304	564	460	231	308	324
Ap3b1	637	691	788	261	505	296
Ap3b2	2	4	0	2	2	2
Ap3d1	722	834	842	364	610	462
Ap3m1	409	439	541	204	349	174
Ap3m2	87	107	108	37	79	72
Ap3s1	62	81	114	69	75	54
Ap3s2	90	154	139	72	105	98
Ap4b1	2	8	12	6	13	2
Ap4e1	96	45	91	30	47	69
Ap4m1	70	87	75	35	49	55
Ap4s1	80	107	77	23	47	39
Ap5b1	127	112	153	52	91	85
Ap5m1	138	210	219	116	175	83
Ap5s1	158	228	297	163	153	128
Ap5z1	114	183	151	77	109	109
Apaf1	187	179	194	125	135	111
Apba1	12	32	27	25	19	20
Apba2	1	0	0	0	0	2
Apba3	58	106	91	35	38	28
Apbb1	7	3	2	0	3	0
Apbb1ip	221	330	235	150	206	194
Apbb2	7	7	19	10	3	12
Apc	86	139	142	66	86	84
Apc2	2	5	2	0	2	2
Apcdd1	4	6	4	4	2	1
Apcs	0	1	2	0	0	0
Apeh	285	377	403	124	278	166
Apela	0	1	1	0	0	0
Apex1	34	50	31	14	25	19
Apex2	48	67	84	39	55	47
Aph1a	55	80	107	33	56	38
Aph1b	49	22	24	26	23	13
