	Mo.Ly6C+.Bl#1	Mo.Ly6C+.Bl#2	Mo.Ly6C+.Bl#3	Mo.Ly6C+.Bl.KPd17#1	Mo.Ly6C+.Bl.KPd17#2	Mo.Ly6C+.Bl.KPd17#3	Mo.Ly6C+.Bl.KPd28#1	Mo.Ly6C+.Bl.KPd28#2	Mo.Ly6C+.Bl.KPd28#3
Prss32	0	2	0	0	1	1	0	1	4
Prss33	0	1	0	2	6	0	0	0	0
Prss34	2	2	0	0	0	1	0	2	0
Prss35	1	5	4	1	2	0	0	1	0
Prss36	14	7	10	2	7	3	0	8	19
Prss37	1	4	8	0	3	0	0	1	1
Prss38	0	2	1	0	0	0	0	1	0
Prss39	1	3	2	0	0	0	0	0	3
Prss40	0	5	0	0	0	0	0	1	0
Prss41	2	1	5	1	3	0	0	1	0
Prss42	2	1	0	0	4	0	0	0	3
Prss43	7	0	0	0	0	0	0	2	1
Prss44	4	0	0	0	0	0	0	0	1
Prss45	0	2	0	0	2	0	0	1	3
Prss46	1	4	0	1	0	0	0	2	1
Prss47	3	1	0	0	2	0	0	0	0
Prss48	3	0	0	0	3	0	0	0	1
Prss50	0	1	0	0	0	0	0	0	1
Prss51	4	6	1	1	1	0	0	3	4
Prss52	0	0	1	0	2	0	0	2	2
Prss53	1	4	1	0	0	1	0	3	0
Prss54	1	0	7	0	3	0	0	0	3
Prss55	0	1	0	0	1	1	0	0	0
Prss56	0	0	3	0	0	0	0	0	0
Prss57	4	2	1	1	5	0	0	0	1
Prss58	3	3	4	0	1	0	0	1	1
Prss8	5	0	5	0	1	0	0	0	1
Prtg	12	4	13	6	17	4	0	3	6
Prtn3	88	20	68	13	4	7	0	271	100
Prune1	114	43	93	28	64	14	0	78	76
Prune2	79	15	18	13	7	3	0	73	738
Prx	2	1	2	1	1	0	0	0	5
Psap	24842	11444	24418	6303	9088	4756	0	18539	22573
Psapl1	4	2	1	1	0	0	0	4	4
Psat1	216	75	155	43	40	17	0	80	226
Psca	0	0	0	0	0	0	0	1	0
Psd	83	34	109	34	70	24	0	54	57
Psd2	2	4	0	2	3	3	0	1	5
Psd3	34	29	19	19	24	4	0	28	488
Psd4	728	296	479	128	552	109	0	384	678
Psen1	1186	495	874	298	779	227	0	1132	886
Psen2	247	94	179	44	104	28	0	366	286
Psenen	80	43	140	24	77	14	0	125	92
Psg16	5	3	1	3	2	3	0	6	3
Psg17	8	6	1	2	4	1	0	9	2
Psg18	5	7	0	0	4	1	0	1	5
Psg19	6	0	7	1	10	0	0	0	5
Psg20	5	1	2	1	3	1	0	0	0
Psg21	4	0	1	4	0	2	0	2	3
Psg22	5	2	5	3	6	0	0	2	2
Psg23	3	2	0	1	0	0	0	1	1
Psg25	6	3	3	3	9	1	0	0	4
Psg26	1	2	2	0	10	2	0	0	2
Psg27	0	2	0	0	6	1	0	10	6
Psg28	1	2	2	0	0	0	0	3	1
Psg29	8	1	1	0	15	0	0	0	4
Psip1	108	60	89	45	126	21	0	99	150
Pskh1	156	108	118	31	86	27	0	190	123
Psma1	2092	884	1672	569	1136	382	0	2018	1880
Psma2	1332	504	1197	358	736	225	0	1471	1173
Psma3	577	229	600	207	508	116	0	488	519
Psma4	553	248	564	139	193	111	0	552	403
Psma5	314	145	323	65	157	56	0	361	310
Psma6	898	396	834	222	497	153	0	1123	1037
Psma7	2742	1267	2974	750	907	500	0	2202	1246
Psma8	15	11	3	6	7	1	0	10	19
Psmb1	1656	749	1869	454	668	312	0	1729	1433
Psmb10	873	415	760	190	492	176	0	899	646
Psmb11	2	1	2	0	1	0	0	0	0
Psmb2	1178	501	845	277	548	156	0	1045	898
Psmb3	341	117	273	66	202	52	0	285	239
Psmb4	1012	401	955	233	447	195	0	1170	875
Psmb5	243	114	225	57	98	47	0	194	174
Psmb6	987	334	851	251	451	149	0	916	993
Psmb7	265	85	188	51	136	36	0	245	238
Psmb8	1846	840	1601	455	1135	370	0	2036	1278
Psmb9	806	349	789	204	627	212	0	764	680
Psmc1	437	209	408	100	213	64	0	532	366
Psmc2	650	280	448	112	319	104	0	581	579
Psmc3	931	320	737	193	489	128	0	640	964
Psmc3ip	13	2	6	4	5	1	0	4	15
Psmc4	790	306	631	133	328	111	0	623	617
Psmc5	712	156	405	119	345	109	0	490	697
Psmc6	840	382	775	315	492	183	0	670	872
Psmd1	807	342	648	236	417	110	0	670	951
Psmd10	253	124	218	67	142	59	0	227	244
Psmd11	621	220	439	136	296	83	0	542	588
Psmd12	514	214	439	128	298	96	0	513	633
Psmd13	973	340	721	186	439	150	0	889	586
Psmd14	946	330	584	222	503	137	0	788	934
Psmd2	1200	403	926	234	556	195	0	998	1128
Psmd3	629	174	411	99	171	75	0	627	310
Psmd4	818	355	749	182	536	128	0	858	734
Psmd5	437	145	328	86	292	77	0	266	329
Psmd6	874	364	746	240	331	148	0	787	646
Psmd7	466	160	336	84	243	77	0	434	460
Psmd8	1426	584	1317	369	623	250	0	1440	1106
Psmd9	169	74	192	47	142	33	0	194	187
Psme1	1459	685	1401	364	849	294	0	1674	1169
Psme2	727	294	673	190	397	150	0	836	586
Psme2b	152	70	135	43	62	30	0	106	55
Psme3	246	97	121	22	146	24	0	126	106
Psme4	412	210	383	144	327	76	0	384	384
Psmf1	358	159	261	82	175	55	0	292	192
Psmg1	90	28	65	22	60	6	0	64	115
Psmg2	118	56	113	40	97	18	0	110	131
Psmg3	73	30	50	14	45	7	0	34	33
Psmg4	124	43	114	42	40	17	0	115	92
Psors1c2	0	0	0	0	0	0	0	0	4
Pspc1	173	91	161	56	142	36	0	208	165
Psph	75	48	66	13	12	14	0	47	53
Pspn	2	1	2	0	0	0	0	0	1
Psrc1	2	9	14	1	0	3	0	9	11
Pstk	65	27	64	25	38	10	0	56	48
Pstpip1	1289	571	1177	232	364	240	0	1376	618
Pstpip2	522	214	495	118	148	110	0	401	206
Ptafr	1175	388	1733	282	93	205	0	1119	1162
Ptar1	164	88	186	40	230	33	0	158	255
Ptbp1	798	265	607	200	575	135	0	829	872
Ptbp2	247	136	238	102	190	62	0	345	255
Ptbp3	2502	1055	2192	1020	2071	647	0	2282	2557
Ptcd1	212	98	157	58	86	42	0	176	124
Ptcd2	510	285	375	140	298	100	0	367	322
Ptcd3	352	123	295	97	231	50	0	232	296
Ptch1	50	30	32	9	13	4	0	42	59
Ptch2	3	0	2	0	12	0	0	4	5
Ptchd1	11	15	17	8	9	0	0	0	7
Ptchd3	2	3	0	0	0	1	0	1	2
Ptchd4	13	6	3	13	15	0	0	1	4
Ptcra	3	2	0	0	1	0	0	0	6
Ptdss1	577	241	454	146	282	68	0	599	481
Ptdss2	121	44	106	28	26	15	0	86	116
Pten	605	284	464	190	689	132	0	610	661
Pter	39	14	20	12	7	8	0	10	43
Ptf1a	0	0	0	0	0	0	0	0	0
Ptgdr	4	0	0	0	0	0	0	0	2
Ptgdr2	3	2	1	0	0	1	0	5	0
Ptgds	0	1	0	0	1	0	0	0	0
Ptger1	10	4	14	3	5	3	0	13	10
Ptger2	255	69	248	41	134	47	0	181	138
Ptger3	3	8	0	7	12	0	0	1	6
Ptger4	295	199	100	132	92	49	0	260	420
Ptges	12	12	11	12	12	3	0	42	17
Ptges2	56	21	56	13	18	4	0	34	17
Ptges3	333	152	281	105	226	61	0	266	327
Ptges3l	3	3	5	2	1	0	0	3	13
Ptgfr	1	10	0	5	2	3	0	0	8
Ptgfrn	12	26	2	12	3	2	0	60	47
Ptgir	651	352	509	221	190	171	0	347	159
Ptgis	0	0	0	0	2	0	0	0	34
Ptgr1	259	68	150	18	33	17	0	92	231
Ptgr2	187	83	172	34	69	33	0	133	167
Ptgs1	18	24	66	25	11	10	0	66	938
Ptgs2	2	2	3	2	6	1	0	8	693
Pth	0	0	0	0	0	0	0	0	1
Pth1r	14	1	10	8	2	4	0	13	5
Pth2	0	0	0	0	0	0	0	0	1
Pth2r	9	0	3	0	1	0	0	0	2
Pthlh	3	1	3	1	0	0	0	0	1
Ptk2	39	22	37	6	41	11	0	26	54
Ptk2b	1187	456	1088	341	2029	280	0	1062	1543
Ptk6	15	3	3	0	17	3	0	2	12
Ptk7	1	2	2	1	1	0	0	0	1
Ptma	528	221	437	122	545	80	0	477	659
Ptms	81	23	65	11	19	7	0	43	98
Ptn	4	5	2	4	5	0	0	2	2
Ptov1	136	35	137	22	42	17	0	96	58
Ptp4a1	195	72	143	59	428	35	0	487	549
Ptp4a2	4284	1744	4047	1568	2987	904	0	4208	3233
Ptp4a3	325	112	226	65	379	49	0	268	285
Ptpa	807	276	617	174	331	124	0	619	554
Ptpdc1	5	6	5	2	4	3	0	9	9
Ptpn1	4171	1239	3065	878	1920	686	0	4980	2935
Ptpn11	345	151	280	78	293	36	0	316	306
Ptpn12	315	150	217	140	439	67	0	365	471
Ptpn13	8	11	7	4	11	3	0	11	10
Ptpn14	12	5	4	10	10	2	0	2	8
Ptpn18	440	229	403	139	182	73	0	413	236
Ptpn2	595	289	491	171	397	133	0	432	506
Ptpn20	6	6	5	1	6	1	0	3	11
Ptpn21	27	15	28	10	39	5	0	18	20
Ptpn22	1287	551	841	368	597	229	0	984	532
Ptpn23	128	38	122	42	125	20	0	136	222
Ptpn3	4	4	5	3	9	1	0	5	9
Ptpn4	81	26	57	33	30	8	0	54	37
Ptpn5	1	1	0	0	3	0	0	1	6
Ptpn6	6945	2855	5190	1605	4897	1297	0	4469	4596
Ptpn7	406	139	245	87	138	52	0	287	282
Ptpn9	106	40	66	20	26	7	0	62	72
Ptpra	253	95	257	51	101	30	0	127	181
Ptprb	14	9	7	4	21	1	0	8	27
Ptprc	25367	10373	17734	8016	15250	4832	0	12828	14107
Ptprcap	4	1	0	0	0	2	0	2	0
Ptprd	32	28	9	10	35	3	0	16	36
Ptpre	1747	846	1328	455	1500	293	0	1233	1373
Ptprf	1	3	6	0	2	0	0	4	3
Ptprg	16	18	11	4	17	4	0	15	13
Ptprh	0	2	1	0	3	0	0	4	8
Ptprj	815	428	915	325	1148	201	0	820	1028
Ptprk	36	7	2	4	12	3	0	8	28
Ptprm	13	13	3	0	9	3	0	11	18
Ptprn	0	0	0	0	0	0	0	1	6
Ptprn2	9	11	10	1	17	2	0	12	14
Ptpro	3590	1704	3247	1028	1099	848	0	2066	1124
Ptprq	4	8	6	6	23	4	0	3	27
Ptprr	4	2	3	1	5	0	0	5	3
Ptprs	201	68	128	52	101	48	0	69	240
Ptprt	9	6	1	5	2	4	0	3	21
Ptpru	5	1	0	3	8	3	0	5	10
Ptprz1	11	14	9	2	29	5	0	19	35
Ptrh1	5	2	4	3	3	1	0	2	10
Ptrh2	156	80	155	57	130	49	0	154	78
Ptrhd1	89	32	81	27	14	26	0	58	54
Pts	676	304	641	213	724	154	0	574	598
Pttg1	312	153	383	85	284	64	0	153	247
Pttg1ip	1148	571	975	320	681	256	0	1726	1204
Ptx3	2	1	0	0	4	3	0	6	6
Ptx4	1	1	0	0	0	0	0	1	5
Pudp	3	0	5	2	4	0	0	2	3
Puf60	942	392	900	234	641	196	1	844	825
Pum1	403	153	392	137	282	106	0	335	425
Pum2	776	418	538	257	562	184	0	655	690
Pum3	304	127	322	77	237	61	0	221	463
Pura	207	88	186	58	200	36	0	159	198
Purb	770	297	520	216	570	176	0	616	633
Purg	16	12	12	4	15	0	0	10	3
Pus1	99	19	76	15	33	22	0	150	76
Pus10	226	62	189	65	118	59	0	126	138
Pus3	0	0	0	0	0	0	0	2	1
Pus7	34	18	19	5	14	6	0	42	76
Pus7l	41	34	52	14	46	10	0	57	43
Pusl1	85	41	80	8	21	12	0	126	74
Pvalb	1	0	0	0	0	0	0	1	3
Pvr	106	41	109	22	64	4	0	98	233
Pvrig	16	5	2	0	1	1	0	6	52
Pwp1	328	131	275	88	167	73	0	322	373
Pwp2	186	68	126	37	159	36	0	179	166
Pwwp2a	111	42	80	27	53	27	0	81	82
Pwwp2b	3	0	3	0	0	0	0	0	5
Pxdc1	7	5	1	3	6	0	0	2	69
Pxdn	19	17	8	7	27	2	0	5	6
Pxk	623	275	556	167	277	89	0	551	318
Pxmp2	2	1	2	0	2	0	0	6	8
Pxmp4	180	66	180	39	58	28	0	151	79
Pxn	723	317	785	195	568	166	0	701	675
Pxt1	1	0	0	0	1	0	0	0	0
Pxylp1	118	31	74	13	57	11	0	62	28
Pycard	1032	389	867	216	499	169	0	1095	718
Pycr1	6	3	2	0	9	0	0	2	5
Pycr2	440	138	316	86	136	72	0	313	281
Pycrl	138	45	135	34	87	14	0	65	96
Pydc3	72	60	17	24	0	37	0	27	20
Pygb	474	204	350	91	205	78	0	266	402
Pygl	2335	921	2302	500	1098	412	0	2262	1589
Pygm	0	0	0	0	1	0	0	3	0
Pygo1	6	8	7	2	6	2	0	1	10
Pygo2	283	94	196	55	117	36	0	114	124
Pym1	43	18	45	12	20	7	0	60	37
Pyroxd1	81	59	104	29	63	19	0	86	73
Pyroxd2	22	8	20	7	13	2	0	24	23
Pyurf	54	28	67	18	29	11	0	75	31
Pyy	0	1	0	0	0	0	0	0	2
Pzp	7	10	5	0	17	0	0	19	4
Qars	1008	437	957	245	461	233	0	1121	807
Qdpr	123	64	117	30	59	35	0	79	175
Qk	2579	1178	2295	1029	1601	595	0	2602	2357
Qpct	153	83	150	26	7	36	0	32	284
Qpctl	126	40	97	29	104	23	0	107	79
Qprt	20	5	7	11	70	9	0	4	26
Qrfp	10	4	3	5	10	2	0	9	2
Qrfpr	3	0	1	3	3	0	0	3	5
Qrich1	799	304	609	185	346	147	0	769	675
Qrich2	7	7	3	0	7	1	0	7	14
Qrsl1	79	50	80	34	116	20	0	128	121
Qser1	81	33	123	41	93	26	0	132	91
Qsox1	98	57	157	49	115	19	0	152	167
Qsox2	71	21	41	13	56	11	0	75	80
Qtrt1	96	24	64	18	18	6	0	64	116
Qtrt2	65	13	55	15	37	13	0	54	62
R3hcc1	59	13	37	14	60	8	0	45	64
R3hcc1l	387	127	260	123	254	68	0	285	295
R3hdm1	828	341	661	234	735	126	0	691	834
R3hdm2	143	91	152	34	165	31	0	166	162
R3hdm4	529	223	514	139	260	99	0	639	255
R3hdml	2	1	0	0	2	0	0	0	3
Rab1	2297	948	1991	779	1095	503	0	2740	2292
Rab10	764	268	462	156	460	99	0	391	496
Rab11a	1159	490	1047	412	602	272	0	856	997
Rab11b	766	355	718	170	531	170	0	720	585
Rab11fip1	451	195	271	97	518	61	0	288	467
Rab11fip2	58	35	45	16	43	6	0	28	36
Rab11fip3	25	3	13	6	19	2	0	19	25
Rab11fip4	69	15	15	7	59	9	0	28	41
Rab11fip5	206	85	183	47	10	22	0	270	397
Rab12	73	28	88	12	42	9	0	59	38
Rab13	13	6	3	0	3	3	0	6	17
Rab14	2799	1154	2359	777	1814	538	0	2485	2530
Rab15	8	4	1	0	5	5	0	0	3
Rab17	0	2	1	0	2	0	0	0	7
Rab18	1323	625	1269	348	719	286	0	1234	1146
Rab19	174	74	83	63	307	26	0	77	177
Rab1b	1311	509	1197	313	668	195	0	1147	907
Rab20	106	51	82	38	164	29	0	131	640
Rab21	245	77	168	53	149	55	0	195	173
Rab22a	182	97	196	54	186	61	0	170	112
Rab23	31	26	25	13	26	5	0	12	42
Rab24	174	57	70	8	9	6	0	55	23
Rab25	1	3	0	0	3	0	0	3	4
Rab26	3	0	8	1	5	0	0	1	5
Rab27a	573	196	397	121	227	61	0	472	103
Rab27b	8	29	9	7	11	7	0	56	15
Rab28	313	136	303	99	184	76	0	379	239
Rab29	575	223	627	124	544	110	0	349	414
Rab2a	314	127	217	69	120	39	0	229	236
Rab2b	12	4	19	0	34	1	0	12	28
Rab30	2	12	2	0	5	3	0	0	11
Rab31	3857	1466	3067	1021	1147	836	0	3211	1863
Rab32	2249	960	1891	623	906	403	0	1838	1262
Rab33a	3	1	2	0	3	1	0	7	0
Rab33b	206	109	237	84	162	47	0	242	160
Rab34	1	3	10	1	1	2	0	2	13
Rab35	61	32	66	21	31	8	0	57	61
Rab36	219	107	209	60	11	42	0	169	28
Rab37	36	4	19	8	20	6	0	24	13
Rab38	15	10	5	4	3	1	0	2	37
Rab39	131	28	90	19	80	18	0	87	94
Rab39b	9	0	0	2	1	0	0	0	0
Rab3a	3	2	7	3	2	0	0	8	4
Rab3b	10	4	0	1	7	4	0	1	3
Rab3c	11	8	13	9	8	0	0	3	15
Rab3d	890	339	698	160	163	110	0	547	361
Rab3gap1	398	189	371	99	299	94	0	351	510
Rab3gap2	440	198	397	151	269	59	0	403	504
Rab3il1	45	14	8	2	14	4	0	82	881
Rab3ip	103	43	93	33	52	11	0	83	116
Rab40b	0	2	1	0	9	1	0	4	3
Rab40c	77	21	40	9	32	10	0	45	44
Rab42	0	0	0	0	1	0	0	0	0
Rab43	55	20	54	17	37	8	0	39	55
Rab44	126	53	104	18	25	16	0	100	57
Rab4a	3	0	1	2	1	0	0	1	4
Rab4b	9	2	6	2	8	0	0	7	5
Rab5a	317	152	272	66	141	34	0	192	168
Rab5b	457	192	388	99	282	75	0	356	395
Rab5c	473	154	524	99	334	81	0	509	606
Rab6a	648	301	529	179	305	148	0	685	432
Rab6b	25	12	12	7	19	4	0	12	28
Rab7	2256	901	1633	581	873	385	0	2072	1809
Rab7b	254	120	127	33	27	35	0	281	633
Rab8a	1858	856	1554	544	1318	368	0	1665	1503
Rab8b	2146	887	2068	653	1097	459	0	1815	1960
Rab9	188	80	177	61	52	36	0	107	204
Rab9b	1	7	7	1	5	1	0	0	6
Rabac1	738	253	553	164	390	104	0	727	636
Rabep1	330	149	259	138	242	59	0	274	367
Rabep2	319	161	265	89	173	55	0	196	215
Rabepk	166	41	83	28	103	28	0	159	159
Rabgap1	434	194	387	127	277	83	0	359	438
Rabgap1l	487	269	442	164	143	130	0	405	156
Rabgef1	197	71	186	75	103	45	0	183	230
Rabggta	370	156	265	80	168	71	0	338	221
Rabggtb	266	130	228	70	126	61	0	225	340
Rabif	428	221	450	114	294	83	0	427	371
Rabl2	25	12	17	7	5	2	0	12	26
Rabl3	58	28	41	21	72	9	0	105	76
Rabl6	382	150	335	58	113	34	0	240	146
Rac1	3291	1338	2939	222	162	177	0	1167	275
Rac2	4595	1837	4365	1045	3128	851	1	3101	3143
Rac3	10	0	0	2	1	1	0	12	31
Racgap1	395	264	613	168	81	166	0	161	264
Rack1	8773	4122	8832	2253	3868	1730	1	9260	7323
Rad1	72	30	56	18	57	7	0	59	57
Rad17	255	150	324	68	184	64	0	232	211
Rad18	22	30	22	11	107	6	0	86	91
Rad21	196	76	188	73	228	48	0	199	215
Rad21l	2	1	2	0	11	1	0	4	3
Rad23a	400	152	293	91	238	56	0	289	343
Rad23b	152	60	115	33	68	16	0	82	90
Rad50	147	58	162	33	159	25	0	117	202
Rad51	13	2	19	4	15	1	0	6	42
Rad51ap1	12	14	6	6	10	1	0	1	45
Rad51ap2	0	2	0	0	0	0	0	0	0
Rad51b	6	5	8	2	15	2	0	6	19
Rad51c	13	6	23	0	38	5	0	19	11
Rad51d	144	58	158	28	142	25	0	81	112
Rad52	80	46	64	19	68	17	0	49	80
Rad54b	8	11	1	1	3	4	0	9	20
Rad54l	21	23	33	11	35	7	0	30	37
Rad54l2	175	77	102	58	130	24	0	139	182
Rad9a	91	18	68	14	36	15	0	50	39
Rad9b	39	14	42	5	16	9	0	26	6
Radil	0	0	1	0	5	0	0	7	1
Rae1	439	179	417	92	259	69	0	365	371
Raet1d	2	0	1	0	5	0	0	1	8
Raet1e	7	2	6	3	6	1	0	16	4
Raf1	687	367	601	226	711	112	0	698	644
Rag1	4	8	0	1	0	0	0	4	1
Rag2	3	4	4	1	5	1	0	10	0
Rai1	336	117	246	83	161	46	0	213	179
Rai14	27	7	21	11	19	3	0	37	328
Rai2	1	0	2	1	0	0	0	4	5
Rala	734	254	557	230	267	118	0	334	412
Ralb	1223	563	1034	248	395	244	0	1048	858
Ralbp1	421	133	375	94	186	67	0	239	247
Ralgapa1	242	128	190	79	238	37	0	211	231
Ralgapa2	448	236	310	151	247	74	0	406	237
Ralgapb	283	150	167	72	221	58	0	214	212
Ralgds	32	17	27	7	5	1	0	15	207
Ralgps1	115	52	55	16	76	15	0	128	93
Ralgps2	131	71	117	30	112	24	0	51	112
Raly	297	117	276	57	99	28	0	207	134
Ralyl	0	7	0	0	1	1	0	2	0
Ramp1	873	437	848	219	297	160	0	708	353
Ramp2	0	0	0	0	0	0	0	1	5
Ramp3	2	0	0	0	0	0	0	0	6
Ran	579	159	341	156	217	90	0	401	785
Ranbp1	143	38	92	35	55	26	0	116	162
Ranbp10	193	85	251	63	134	40	0	170	239
Ranbp17	12	3	10	9	17	0	0	9	13
Ranbp2	813	423	691	265	651	187	0	939	910
Ranbp3	314	170	323	110	268	82	0	370	300
Ranbp3l	4	1	5	0	2	0	0	2	1
Ranbp6	250	91	152	58	154	31	0	155	111
Ranbp9	229	115	218	87	195	51	0	175	215
Rangap1	224	94	106	65	224	39	0	156	338
Rangrf	0	0	0	0	0	0	0	1	0
Rap1a	1688	786	1148	468	878	303	0	921	968
Rap1b	4086	1575	4032	1186	4421	871	0	3333	3778
Rap1gap	5	3	0	2	3	0	0	6	9
Rap1gap2	728	269	735	217	2025	161	0	519	1234
Rap1gds1	1298	537	880	342	551	203	0	838	877
Rap2a	184	112	172	49	80	41	0	171	273
Rap2b	344	190	391	128	57	61	0	241	128
Rap2c	841	319	732	225	333	173	0	869	514
Rapgef1	445	158	276	112	393	66	0	269	261
Rapgef2	194	69	157	72	163	39	0	158	219
Rapgef3	2	1	0	0	1	1	0	1	2
Rapgef4	12	6	4	1	5	1	0	16	14
Rapgef5	19	14	10	6	50	7	0	24	36
Rapgef6	702	315	478	215	435	130	0	514	652
Rapgefl1	7	3	6	0	13	2	0	2	8
Raph1	569	225	479	157	200	125	0	427	212
Rapsn	0	0	0	0	0	0	0	0	2
Rara	1194	407	1352	304	922	238	0	1027	567
Rarb	6	1	2	0	16	0	0	3	12
Rarg	342	138	477	91	132	76	0	284	120
Rarres1	3	1	5	3	3	0	0	8	6
Rarres2	1	0	0	1	4	2	0	2	3
Rars	489	231	317	142	223	96	0	428	594
Rars2	235	108	152	59	98	29	0	192	153
Rasa1	278	109	161	62	180	51	0	121	193
Rasa2	213	120	138	96	205	49	1	227	239
Rasa3	2614	1062	3023	660	1959	565	0	2128	1741
Rasa4	921	509	1015	354	675	285	0	638	865
Rasal1	1	0	3	0	6	0	0	1	0
Rasal2	12	21	12	7	13	9	0	21	42
Rasal3	400	127	213	85	131	41	0	197	411
Rasd1	0	0	0	1	3	0	0	0	0
Rasd2	2	2	2	0	10	0	0	0	0
Rasef	8	5	4	4	20	4	0	4	10
Rasgef1a	3	1	3	1	8	1	0	2	20
Rasgef1b	92	59	113	38	103	16	0	43	600
Rasgef1c	3	0	0	0	1	0	0	5	18
Rasgrf1	38	24	26	9	10	4	0	26	10
Rasgrf2	121	46	83	36	78	15	0	54	89
Rasgrp1	216	59	119	75	464	39	0	346	766
Rasgrp2	160	86	138	45	133	29	0	119	103
Rasgrp3	8	5	2	4	5	1	0	18	49
Rasgrp4	768	350	485	161	401	109	0	438	321
Rasip1	0	2	0	0	1	1	0	1	0
Rasl10a	4	1	4	0	1	2	0	11	4
Rasl10b	0	1	0	0	0	0	0	0	0
Rasl11a	0	1	0	0	0	0	0	2	3
Rasl11b	4	0	1	0	0	0	0	1	0
Rasl12	33	8	4	4	6	1	0	3	5
Rasl2-9	8	3	7	4	3	2	0	8	9
Rassf1	276	104	195	70	116	41	0	275	132
Rassf10	0	0	0	0	0	1	0	0	1
Rassf2	763	355	741	179	211	154	0	777	617
Rassf3	210	81	230	66	171	26	0	75	172
Rassf4	7155	2802	7268	1794	3510	1329	0	4405	3285
Rassf5	2679	1105	2445	726	2931	513	0	2984	2528
Rassf6	1	5	5	1	15	1	0	0	0
Rassf7	37	13	22	4	11	4	0	39	20
Rassf8	37	12	93	10	12	16	0	19	56
Rassf9	8	16	12	6	10	2	0	5	14
Raver1	2	0	4	0	2	0	0	0	0
Raver2	13	22	29	19	21	5	0	17	4
Rax	0	0	0	0	0	0	0	0	0
Rb1	806	370	467	149	430	91	0	392	482
Rb1cc1	663	285	511	104	268	102	0	404	247
Rbak	136	63	134	40	78	38	0	155	102
Rbbp4	457	193	351	130	304	102	0	434	365
Rbbp5	286	114	242	112	279	54	0	236	233
Rbbp6	402	146	321	123	268	58	0	330	253
Rbbp7	305	149	242	83	433	64	0	340	587
Rbbp8	372	203	311	91	269	83	0	466	364
Rbbp8nl	0	4	0	0	0	0	0	2	1
Rbbp9	101	38	124	51	44	28	0	116	71
Rbck1	1208	580	1067	301	806	237	0	1074	984
Rbfa	468	215	497	115	151	62	0	452	213
Rbfox1	2	5	2	1	3	3	0	1	16
Rbfox2	7	6	4	1	9	0	0	5	13
Rbfox3	10	6	2	0	2	4	0	4	0
Rbks	250	131	294	97	101	73	0	98	82
Rbl1	268	117	252	54	161	35	0	173	201
Rbl2	439	171	383	144	327	65	0	336	312
Rbm10	153	60	128	39	68	31	0	105	170
Rbm11	0	1	2	7	0	2	0	0	2
Rbm12	117	29	78	47	86	23	0	112	86
Rbm12b1	18	9	31	9	26	1	0	16	14
Rbm12b2	87	28	101	29	59	26	0	47	38
Rbm14	172	82	174	39	127	26	0	101	185
Rbm15	424	152	292	122	322	75	0	341	283
Rbm15b	82	18	81	10	52	12	0	84	62
Rbm17	446	158	396	87	164	94	0	410	325
Rbm18	419	184	365	127	268	103	0	444	464
Rbm19	83	31	75	21	65	17	0	77	105
Rbm20	15	4	16	2	7	1	0	9	2
Rbm22	295	113	253	92	198	60	0	245	203
Rbm24	2	3	0	0	0	1	0	1	0
Rbm25	1195	599	905	440	1022	274	0	1549	1498
Rbm26	315	161	367	134	277	80	0	483	437
Rbm27	307	149	231	89	232	85	0	289	307
Rbm28	274	109	189	85	202	52	0	286	336
Rbm3	781	300	806	222	577	177	0	1557	876
Rbm31y	0	0	0	0	0	0	0	0	0
Rbm33	293	135	309	78	324	63	0	353	258
Rbm34	142	64	127	31	88	38	0	145	95
Rbm38	345	114	391	73	169	57	0	285	170
Rbm39	3127	1480	3277	1116	2309	706	0	3217	3322
Rbm4	59	45	40	37	72	11	0	81	71
Rbm41	123	67	166	62	142	24	0	139	138
Rbm42	0	0	4	2	2	0	0	1	1
Rbm43	274	144	239	82	194	48	0	279	138
Rbm44	9	7	7	4	25	4	0	11	29
Rbm45	111	23	41	8	19	2	0	20	13
Rbm46	0	6	1	2	4	0	0	1	6
Rbm47	857	277	792	254	599	168	0	656	925
Rbm48	75	34	79	24	84	18	0	109	75
Rbm4b	487	266	583	201	686	129	0	431	419
Rbm5	1713	676	1324	501	1344	363	0	1454	1426
Rbm6	949	415	766	221	709	195	0	737	803
Rbm7	1525	678	1343	465	816	352	0	1659	1205
Rbm8a	484	205	441	157	293	92	0	411	325
Rbm8a2	1	2	4	1	7	0	0	2	2
Rbms1	2573	997	2004	546	727	323	0	1914	908
Rbms2	115	46	64	15	69	15	0	80	109
Rbms3	28	8	5	3	8	1	0	12	11
Rbmx	345	121	359	89	309	75	0	292	267
Rbmx2	25	16	45	3	48	9	0	24	25
Rbmxl1	77	18	50	20	47	16	0	60	96
Rbmxl2	0	1	0	0	0	0	0	0	0
Rbmy1a1	0	0	0	0	0	0	0	0	0
Rbp1	1	0	0	0	1	0	0	0	1
Rbp2	4	1	1	0	0	0	0	2	0
Rbp3	1	6	1	0	2	0	0	0	6
Rbp4	1	3	0	0	0	0	0	1	1
Rbp7	0	0	1	0	0	0	0	0	0
Rbpj	241	102	350	83	171	63	0	308	512
Rbpjl	5	3	0	0	1	4	0	0	2
Rbpms	152	58	291	56	269	26	0	60	165
Rbpms2	6	1	1	0	1	2	0	58	7
Rbsn	324	135	231	98	141	51	0	276	175
